1906-10-06,W,HOME,28,467,26,0,No Poll,No Poll,No Poll,43
1906-10-13,W,HOME,28,460,17,0,No Poll,No Poll,No Poll,52
1906-10-17,W,HOME,28,122,5,0,No Poll,No Poll,No Poll,77
1906-10-20,W,HOME,28,467,28,0,No Poll,No Poll,No Poll,26
1906-11-03,W,AWAY,28,341,2,0,No Poll,No Poll,No Poll,106
1906-11-10,L,AWAY,28,271,0,12,No Poll,No Poll,No Poll,56
1906-11-24,W,HOME,28,115,29,0,No Poll,No Poll,No Poll,13
1907-10-12,W,HOME,28,467,32,0,No Poll,No Poll,No Poll,26
1907-10-19,W,HOME,28,32,23,0,No Poll,No Poll,No Poll,43
1907-10-26,W,HOME,28,99,22,4,No Poll,No Poll,No Poll,97
1907-11-02,T,HOME,28,271,0,0,No Poll,No Poll,No Poll,56
1907-11-09,W,HOME,28,244,22,4,No Poll,No Poll,No Poll,64
1907-11-23,W,AWAY,28,328,17,0,No Poll,No Poll,No Poll,106
1907-11-28,W,AWAY,28,467,21,12,No Poll,No Poll,No Poll,124
1908-10-03,W,HOME,30,249,39,0,No Poll,No Poll,No Poll,52
1908-10-10,W,HOME,30,467,64,0,No Poll,No Poll,No Poll,43
1908-10-17,L,AWAY,30,187,6,12,No Poll,No Poll,No Poll,76
1908-10-24,W,HOME,30,467,88,0,No Poll,No Poll,No Poll,26
1908-10-29,W,HOME,30,417,58,4,No Poll,No Poll,No Poll,93
1908-11-07,W,AWAY,30,271,11,0,No Poll,No Poll,No Poll,56
1908-11-13,W,AWAY,30,393,8,4,No Poll,No Poll,No Poll,141
1908-11-18,W,HOME,30,467,46,0,No Poll,No Poll,No Poll,123
1908-11-26,W,AWAY,30,462,6,0,No Poll,No Poll,No Poll,71
1909-10-09,W,HOME,10,247,58,0,No Poll,No Poll,No Poll,97
1909-10-16,W,HOME,10,251,60,11,No Poll,No Poll,No Poll,108
1909-10-23,W,HOME,10,122,17,0,No Poll,No Poll,No Poll,77
1909-10-30,W,FORBES FIELD,10,315,6,0,No Poll,No Poll,No Poll,104
1909-11-06,W,AWAY,10,187,11,3,No Poll,No Poll,No Poll,76
1909-11-13,W,HOME,10,242,46,0,No Poll,No Poll,No Poll,75
1909-11-20,W,HOME,10,19,38,0,No Poll,No Poll,No Poll,141
1909-11-25,T,AWAY,10,462,0,0,No Poll,No Poll,No Poll,71
1910-10-08,W,HOME,10,247,48,0,No Poll,No Poll,No Poll,97
1910-10-22,W,HOME,10,197,51,0,No Poll,No Poll,No Poll,3
1910-10-29,L,AWAY,10,122,0,17,No Poll,No Poll,No Poll,77
1910-11-12,W,AWAY,10,251,41,3,No Poll,No Poll,No Poll,108
1910-11-19,W,HOME,10,430,47,0,No Poll,No Poll,No Poll,93
1910-11-24,T,AWAY,10,462,5,5,No Poll,No Poll,No Poll,71
1911-10-07,W,HOME,21,342,32,6,No Poll,No Poll,No Poll,93
